id,name,city,address,price_per_night,rating,phone,website
184,City Seaside Inn,Nha Trang,"61 Quang Trung, Nha Trang",461316,2.9,0258-945-4648,www.city-seaside-inn.com
185,Grand Palace Seaside,Huế,"273 Cách Mạng Tháng Tám, Huế",434011,3.4,0234-358-5516,www.grand-palace-seaside.com
186,Riverside Monsoon Hotel,Huế,"106 Bạch Đằng, Huế",354985,2.7,0234-888-1797,www.riverside-monsoon-hotel.com
187,Royal Nha Trang House,Huế,"29 Hùng Vương, Huế",455049,2.9,0234-949-6224,www.royal-nha-trang-house.vn
188,Lotus Villa Nha Trang,Huế,"74 Hai Bà Trưng, Huế",812928,5.0,0234-481-1998,www.lotus-villa-nha-trang.vn
189,Sky Inn Monsoon,Huế,"254 Khuê Văn Các, Huế",303441,2.6,079049592,www.sky-inn-monsoon.com.vn
190,Metro Mango Apartments,Huế,"276 Phan Chu Trinh, Huế",616759,3.7,0234-924-3365,www.metro-mango-apartments.com.vn
191,Royal Monsoon House,Huế,"69 Nguyễn Văn Cừ, Huế",456959,3.5,0234-280-8369,www.royal-monsoon-house.com.vn
192,Majestic Da Lat Hotel,Huế,"194 Lê Lợi, Huế",670414,4.2,099234555,www.majestic-da-lat-hotel.com.vn
193,Pearl Villa Mango,Huế,"109 Lý Thường Kiệt, Huế",900932,4.8,0234-972-8846,www.pearl-villa-mango.com
194,Lotus Apartments Nha Trang,Huế,"165 Khuê Văn Các, Huế",654278,4.4,0234-567-6053,www.lotus-apartments-nha-trang.com.vn
195,Mountain Mekong Breeze Palace,Huế,"241 Nguyễn Huệ, Huế",638499,4.4,0234-520-7781,www.mountain-mekong-breeze-palace.com
196,Sky Inn Saigon,Huế,"284 Lê Lợi, Huế",789177,4.8,0234-356-4214,www.sky-inn-saigon.com.vn
197,Imperial Nha Trang Palace,Huế,"173 Khuê Văn Các, Huế",475226,3.1,075713756,www.imperial-nha-trang-palace.vn
198,Mountain Seaside Palace,Huế,"278 Phan Chu Trinh, Huế",946863,5.0,0234-276-1794,www.mountain-seaside-palace.com
199,Metro Nha Trang Resort,Huế,"5 Điện Biên Phủ, Huế",396443,3.0,0234-853-8916,www.metro-nha-trang-resort.vn
200,Garden Seaside House,Huế,"7 Cách Mạng Tháng Tám, Huế",327996,2.5,0234-493-1280,www.garden-seaside-house.vn
201,Metro Inn Halong,Huế,"269 Nguyễn Huệ, Huế",338086,2.9,0234-562-5379,www.metro-inn-halong.com.vn
202,Majestic Azure Palace,Huế,"125 Ngô Quyền, Huế",722183,5.0,037691519,www.majestic-azure-palace.com
203,City Seaside Palace,Huế,"5 Đồng Khởi, Huế",559515,4.3,086792562,www.city-seaside-palace.vn
204,Royal Rice Field Palace,Huế,"24 Lê Lợi, Huế",819903,4.8,0234-756-1539,www.royal-rice-field-palace.com
205,Ocean Da Lat Inn,Huế,"40 Nguyễn Trãi, Huế",454326,3.2,0234-598-9856,www.ocean-da-lat-inn.com.vn
206,City Inn Danang,Huế,"178 Nguyễn Văn Cừ, Huế",314829,2.6,087197499,www.city-inn-danang.com.vn
207,Grand Palace Mekong Breeze,Huế,"183 Bạch Đằng, Huế",556895,3.9,0234-799-7227,www.grand-palace-mekong-breeze.com
208,Lotus Nha Trang Resort,Huế,"138 Trần Phú, Huế",413927,2.9,074246909,www.lotus-nha-trang-resort.com
209,Majestic Mango Palace,Huế,"139 Quang Trung, Huế",305827,2.8,0234-770-9395,www.majestic-mango-palace.com.vn
210,Riverside Saigon River House,Huế,"167 Trần Phú, Huế",607346,4.7,0234-997-2387,www.riverside-saigon-river-house.vn
211,Emerald Suites Rice Field,Huế,"87 Nguyễn Văn Cừ, Huế",563896,4.2,0234-474-9079,www.emerald-suites-rice-field.com
212,Majestic Mekong Apartments,Huế,"248 Hai Bà Trưng, Huế",668270,4.5,077084203,www.majestic-mekong-apartments.com.vn
213,Riverside Saigon Apartments,Đà Lạt,"195 Trần Hưng Đạo, Đà Lạt",742253,4.5,0263-866-3230,www.riverside-saigon-apartments.com.vn
214,Ocean Suites Mekong Breeze,Đà Lạt,"91 Trần Hưng Đạo, Đà Lạt",1042461,4.9,0263-911-9044,www.ocean-suites-mekong-breeze.vn
215,Imperial Mekong Apartments,Đà Lạt,"59 Quang Trung, Đà Lạt",763278,4.8,097981440,www.imperial-mekong-apartments.vn
216,Central Suites Bamboo,Đà Lạt,"36 Hai Bà Trưng, Đà Lạt",883206,4.5,0263-711-3280,www.central-suites-bamboo.vn
217,Silver Phu Quoc Apartments,Đà Lạt,"38 Nguyễn Trãi, Đà Lạt",611679,3.6,0263-747-9300,www.silver-phu-quoc-apartments.vn
218,Metro Saigon River House,Đà Lạt,"44 Hoàng Văn Thụ, Đà Lạt",369084,2.8,097621725,www.metro-saigon-river-house.vn
219,Horizon Apartments Lotus,Đà Lạt,"55 Cách Mạng Tháng Tám, Đà Lạt",308932,2.5,0263-731-4621,www.horizon-apartments-lotus.com.vn
220,Mountain Rice Field House,Đà Lạt,"177 Điện Biên Phủ, Đà Lạt",901245,5.0,0263-287-2901,www.mountain-rice-field-house.vn
221,Sunrise Lotus Palace,Đà Lạt,"267 Hùng Vương, Đà Lạt",606799,3.7,0263-913-8412,www.sunrise-lotus-palace.com.vn
222,Majestic Halong Hotel,Đà Lạt,"56 Trần Hưng Đạo, Đà Lạt",632960,4.2,096283858,www.majestic-halong-hotel.vn
223,Lotus Monsoon Palace,Đà Lạt,"208 Bạch Đằng, Đà Lạt",619081,4.1,071294232,www.lotus-monsoon-palace.com.vn
224,Sky Saigon Suites,Đà Lạt,"143 Hùng Vương, Đà Lạt",861812,4.4,0263-304-9796,www.sky-saigon-suites.com
225,Mountain Bamboo Resort,Đà Lạt,"251 Lê Lợi, Đà Lạt",668693,3.8,0263-825-7431,www.mountain-bamboo-resort.vn
226,Riverside Bamboo Inn,Đà Lạt,"44 Hai Bà Trưng, Đà Lạt",674109,4.2,0263-319-3999,www.riverside-bamboo-inn.com.vn
227,Sunrise Monsoon Inn,Đà Lạt,"197 Ngô Quyền, Đà Lạt",586685,3.6,0263-860-3838,www.sunrise-monsoon-inn.vn
228,Lotus Phu Quoc Inn,Đà Lạt,"231 Trần Hưng Đạo, Đà Lạt",775143,4.0,072394196,www.lotus-phu-quoc-inn.com.vn
229,Emerald Mekong Breeze Apartments,Đà Lạt,"213 Lê Duẩn, Đà Lạt",732431,4.3,0263-778-1505,www.emerald-mekong-breeze-apartments.com
230,Silver Nha Trang House,Đà Lạt,"87 Hai Bà Trưng, Đà Lạt",813652,4.5,076629369,www.silver-nha-trang-house.com
231,Sky Seaside Villa,Đà Lạt,"22 Khuê Văn Các, Đà Lạt",753895,4.4,0263-635-2677,www.sky-seaside-villa.vn
232,Horizon Lodge Hanoi,Đà Lạt,"135 Nguyễn Thị Minh Khai, Đà Lạt",609996,3.4,0263-320-4882,www.horizon-lodge-hanoi.com
233,Sky Apartments Hue,Đà Lạt,"72 Hoàng Văn Thụ, Đà Lạt",888611,4.5,086455605,www.sky-apartments-hue.vn
234,Emerald Mango Lodge,Đà Lạt,"137 Ngô Quyền, Đà Lạt",889377,4.9,032387743,www.emerald-mango-lodge.com
235,Golden Inn Phu Quoc,Đà Lạt,"75 Bạch Đằng, Đà Lạt",842096,4.3,076013329,www.golden-inn-phu-quoc.vn
236,Horizon Monsoon Apartments,Đà Lạt,"39 Nguyễn Thị Minh Khai, Đà Lạt",804892,4.1,0263-727-5558,www.horizon-monsoon-apartments.vn
237,Mountain Mekong Breeze Villa,Đà Lạt,"2 Ngô Quyền, Đà Lạt",950142,4.7,0263-669-6869,www.mountain-mekong-breeze-villa.com
238,Emerald Monsoon Suites,Đà Lạt,"138 Lê Duẩn, Đà Lạt",478635,3.3,0263-333-8951,www.emerald-monsoon-suites.com.vn
239,Royal Bamboo Hotel,Đà Lạt,"81 Nguyễn Huệ, Đà Lạt",477511,3.6,098053161,www.royal-bamboo-hotel.vn
240,Silver Mekong Resort,Đà Lạt,"129 Quang Trung, Đà Lạt",409723,2.7,035056005,www.silver-mekong-resort.vn
241,Imperial Danang Resort,Đà Lạt,"110 Lý Thường Kiệt, Đà Lạt",526676,3.7,0263-896-8291,www.imperial-danang-resort.com
242,Grand Resort Monsoon,Đà Lạt,"245 Điện Biên Phủ, Đà Lạt",368385,2.7,032056133,www.grand-resort-monsoon.com.vn
243,Silver Phu Quoc Inn,Đà Lạt,"272 Trần Phú, Đà Lạt",685361,3.9,0263-559-4490,www.silver-phu-quoc-inn.vn
244,Sunrise Palace Da Lat,Đà Lạt,"52 Trần Phú, Đà Lạt",369057,2.9,085396152,www.sunrise-palace-da-lat.com
245,Imperial Danang Suites,Phú Quốc,"146 Khuê Văn Các, Phú Quốc",1010868,4.4,083109482,www.imperial-danang-suites.vn
246,Palm Azure Lodge,Phú Quốc,"123 Đồng Khởi, Phú Quốc",638025,3.7,0297-808-2163,www.palm-azure-lodge.vn
247,Grand Villa Phu Quoc,Phú Quốc,"292 Nguyễn Trãi, Phú Quốc",733447,3.6,0297-682-2195,www.grand-villa-phu-quoc.com
248,Sky Mekong Suites,Phú Quốc,"31 Đồng Khởi, Phú Quốc",1039062,4.9,0297-929-9209,www.sky-mekong-suites.com.vn
249,Metro Resort Seaside,Phú Quốc,"79 Khuê Văn Các, Phú Quốc",565677,3.2,0297-408-3545,www.metro-resort-seaside.vn
250,Ocean Danang Lodge,Phú Quốc,"123 Cách Mạng Tháng Tám, Phú Quốc",373606,2.6,0297-664-1901,www.ocean-danang-lodge.com.vn
251,Lotus Phu Quoc Hotel,Phú Quốc,"255 Phan Chu Trinh, Phú Quốc",1090554,4.9,082707092,www.lotus-phu-quoc-hotel.com
252,Golden Resort Saigon,Phú Quốc,"220 Trần Hưng Đạo, Phú Quốc",508518,3.2,036088457,www.golden-resort-saigon.vn
253,Mountain Rice Field Inn,Phú Quốc,"81 Quang Trung, Phú Quốc",494060,3.1,0297-940-2889,www.mountain-rice-field-inn.com
254,Palm Saigon Suites,Phú Quốc,"242 Đồng Khởi, Phú Quốc",771782,3.4,0297-236-7870,www.palm-saigon-suites.com
255,Ocean Lotus Lodge,Phú Quốc,"293 Trần Phú, Phú Quốc",665797,3.4,093289450,www.ocean-lotus-lodge.com
256,City Bamboo Lodge,Phú Quốc,"168 Hai Bà Trưng, Phú Quốc",463475,2.7,0297-498-5979,www.city-bamboo-lodge.vn
257,Lotus Saigon River Palace,Phú Quốc,"280 Hùng Vương, Phú Quốc",850970,4.4,0297-619-1391,www.lotus-saigon-river-palace.com
258,Emerald Saigon Villa,Phú Quốc,"193 Lý Thường Kiệt, Phú Quốc",1084298,4.6,0297-742-4902,www.emerald-saigon-villa.com.vn
259,Garden Inn Mekong,Phú Quốc,"23 Trần Phú, Phú Quốc",1212783,4.8,0297-917-7102,www.garden-inn-mekong.com.vn
260,Majestic Sunset Inn,Phú Quốc,"39 Nguyễn Trãi, Phú Quốc",692931,4.0,093425778,www.majestic-sunset-inn.com.vn
261,Ocean Apartments Lotus,Phú Quốc,"232 Trần Hưng Đạo, Phú Quốc",511031,3.2,0297-998-2785,www.ocean-apartments-lotus.com
262,Riverside Bamboo Villa,Phú Quốc,"62 Cách Mạng Tháng Tám, Phú Quốc",913543,3.8,0297-515-8591,www.riverside-bamboo-villa.com.vn
263,Riverside Mango Hotel,Phú Quốc,"168 Hùng Vương, Phú Quốc",569046,2.9,076251802,www.riverside-mango-hotel.vn
264,Silver Hue Hotel,Phú Quốc,"232 Nguyễn Trãi, Phú Quốc",819229,3.9,0297-304-3290,www.silver-hue-hotel.com
265,Grand Nha Trang Inn,Phú Quốc,"206 Hùng Vương, Phú Quốc",698302,3.4,089322228,www.grand-nha-trang-inn.com
266,Majestic Bamboo Inn,Phú Quốc,"170 Trần Phú, Phú Quốc",583028,2.8,0297-787-8096,www.majestic-bamboo-inn.vn
267,City Azure Apartments,Phú Quốc,"182 Phan Chu Trinh, Phú Quốc",488326,3.0,0297-352-1567,www.city-azure-apartments.vn
268,Lotus Lodge Mekong Breeze,Phú Quốc,"282 Cách Mạng Tháng Tám, Phú Quốc",630891,3.7,0297-629-4267,www.lotus-lodge-mekong-breeze.vn
269,Palm Seaside Hotel,Phú Quốc,"184 Nguyễn Trãi, Phú Quốc",828682,3.7,0297-779-9231,www.palm-seaside-hotel.com.vn
270,City Saigon Villa,Phú Quốc,"113 Hoàng Văn Thụ, Phú Quốc",496014,2.6,0297-683-9674,www.city-saigon-villa.com.vn
271,Sky Inn Halong,Phú Quốc,"124 Bạch Đằng, Phú Quốc",683319,3.2,038824594,www.sky-inn-halong.vn
272,City Hue Inn,Phú Quốc,"163 Bạch Đằng, Phú Quốc",1043242,4.5,038206761,www.city-hue-inn.vn
273,Sky Da Lat Palace,Phú Quốc,"159 Khuê Văn Các, Phú Quốc",433977,2.9,0297-816-4584,www.sky-da-lat-palace.com
274,Palm Lotus Suites,Phú Quốc,"175 Điện Biên Phủ, Phú Quốc",1060696,4.3,081601359,www.palm-lotus-suites.com
275,Sky Inn Halong,Phú Quốc,"187 Nguyễn Văn Cừ, Phú Quốc",1029019,4.9,077002655,www.sky-inn-halong.com.vn
276,Silver Hue Apartments,Phú Quốc,"163 Lê Duẩn, Phú Quốc",620728,2.9,083283872,www.silver-hue-apartments.com.vn
277,Silver Lodge Phu Quoc,Phú Quốc,"1 Phan Chu Trinh, Phú Quốc",1265871,4.9,0297-989-1530,www.silver-lodge-phu-quoc.com
278,Lotus Nha Trang Resort,Phú Quốc,"73 Lê Duẩn, Phú Quốc",535017,3.3,0297-527-3750,www.lotus-nha-trang-resort.vn
279,Majestic Villa Bamboo,Phú Quốc,"136 Lý Thường Kiệt, Phú Quốc",595198,3.0,0297-310-1020,www.majestic-villa-bamboo.com
280,City Monsoon Inn,Phú Quốc,"253 Cách Mạng Tháng Tám, Phú Quốc",967513,4.7,0297-690-4695,www.city-monsoon-inn.com
281,Central Hanoi Lodge,Phú Quốc,"164 Lý Thường Kiệt, Phú Quốc",518009,3.2,0297-584-3636,www.central-hanoi-lodge.vn
282,Majestic Danang Villa,Phú Quốc,"248 Hoàng Văn Thụ, Phú Quốc",890827,4.3,072601877,www.majestic-danang-villa.com
283,Ocean Da Lat Apartments,Vũng Tàu,"277 Khuê Văn Các, Vũng Tàu",432019,3.2,0254-250-7437,www.ocean-da-lat-apartments.vn
284,Emerald Inn Hanoi,Vũng Tàu,"2 Quang Trung, Vũng Tàu",513331,3.6,073042589,www.emerald-inn-hanoi.com
285,Pearl Mango Resort,Vũng Tàu,"60 Lê Duẩn, Vũng Tàu",473416,3.3,0254-876-5341,www.pearl-mango-resort.com
286,Horizon Hue Villa,Vũng Tàu,"190 Nguyễn Trãi, Vũng Tàu",354081,3.0,0254-469-4706,www.horizon-hue-villa.com.vn
287,Sky Halong Resort,Vũng Tàu,"278 Quang Trung, Vũng Tàu",587817,3.5,0254-262-7342,www.sky-halong-resort.vn
288,Metro Palace Rice Field,Vũng Tàu,"244 Bạch Đằng, Vũng Tàu",452355,3.2,036149467,www.metro-palace-rice-field.vn
289,Lotus Bamboo Inn,Vũng Tàu,"109 Phan Chu Trinh, Vũng Tàu",642938,4.5,0254-899-8133,www.lotus-bamboo-inn.com
290,Horizon Mekong Villa,Vũng Tàu,"45 Trần Phú, Vũng Tàu",514560,3.5,0254-482-9514,www.horizon-mekong-villa.com.vn
291,Grand House Monsoon,Vũng Tàu,"213 Nguyễn Huệ, Vũng Tàu",417304,2.9,0254-302-2730,www.grand-house-monsoon.vn
292,Riverside House Saigon River,Vũng Tàu,"136 Cách Mạng Tháng Tám, Vũng Tàu",532559,3.5,032765512,www.riverside-house-saigon-river.com.vn
293,Sunrise Apartments Hanoi,Vũng Tàu,"170 Nguyễn Trãi, Vũng Tàu",567750,4.2,0254-475-7102,www.sunrise-apartments-hanoi.com
294,Ocean Lodge Mango,Vũng Tàu,"252 Lê Lợi, Vũng Tàu",825422,4.6,092375923,www.ocean-lodge-mango.vn
295,Central Villa Mekong,Vũng Tàu,"46 Cách Mạng Tháng Tám, Vũng Tàu",381298,3.0,078779462,www.central-villa-mekong.com.vn
296,Royal Hue Resort,Vũng Tàu,"260 Hai Bà Trưng, Vũng Tàu",592725,3.5,0254-782-1474,www.royal-hue-resort.com
297,Pearl Suites Hanoi,Vũng Tàu,"17 Bạch Đằng, Vũng Tàu",645609,3.6,084778605,www.pearl-suites-hanoi.vn
298,City Resort Saigon,Vũng Tàu,"191 Bạch Đằng, Vũng Tàu",566465,3.7,077006730,www.city-resort-saigon.com.vn
299,Lotus Lodge Danang,Vũng Tàu,"15 Hai Bà Trưng, Vũng Tàu",466733,3.5,0254-419-4626,www.lotus-lodge-danang.vn
300,Imperial Lodge Monsoon,Vũng Tàu,"11 Nguyễn Văn Cừ, Vũng Tàu",933578,4.7,072353837,www.imperial-lodge-monsoon.vn
301,Grand Mango Lodge,Vũng Tàu,"193 Cách Mạng Tháng Tám, Vũng Tàu",759075,4.6,0254-509-9530,www.grand-mango-lodge.vn
302,City Saigon House,Vũng Tàu,"288 Quang Trung, Vũng Tàu",691605,4.1,0254-310-8892,www.city-saigon-house.com
303,Ocean Villa Mekong,Vũng Tàu,"153 Lê Lợi, Vũng Tàu",431222,3.0,0254-258-7620,www.ocean-villa-mekong.vn
304,Ocean Hotel Mekong Breeze,Vũng Tàu,"133 Hai Bà Trưng, Vũng Tàu",784378,4.8,094514643,www.ocean-hotel-mekong-breeze.vn
305,Emerald Palace Saigon River,Vũng Tàu,"154 Nguyễn Văn Cừ, Vũng Tàu",871186,4.6,094002599,www.emerald-palace-saigon-river.com.vn
306,Sunrise House Hue,Vũng Tàu,"46 Trần Hưng Đạo, Vũng Tàu",402409,3.1,079076428,www.sunrise-house-hue.com.vn
307,Golden Bamboo Resort,Vũng Tàu,"28 Lê Duẩn, Vũng Tàu",817772,4.7,035834187,www.golden-bamboo-resort.vn
308,Riverside Apartments Sunset,Vũng Tàu,"212 Hai Bà Trưng, Vũng Tàu",388969,2.6,0254-405-6614,www.riverside-apartments-sunset.com.vn
309,Sky Palace Phu Quoc,Vũng Tàu,"93 Trần Hưng Đạo, Vũng Tàu",724834,4.4,094201950,www.sky-palace-phu-quoc.com
310,Central Hue Inn,Vũng Tàu,"46 Lê Duẩn, Vũng Tàu",375823,2.8,0254-639-8821,www.central-hue-inn.com.vn
311,Grand Da Lat Villa,Vũng Tàu,"165 Lý Thường Kiệt, Vũng Tàu",736890,4.4,0254-204-5076,www.grand-da-lat-villa.com
312,Mountain Halong Apartments,Vũng Tàu,"157 Nguyễn Văn Cừ, Vũng Tàu",457188,2.9,0254-497-8469,www.mountain-halong-apartments.vn
313,Palm Lotus Apartments,Vũng Tàu,"176 Điện Biên Phủ, Vũng Tàu",853594,5.0,099317609,www.palm-lotus-apartments.com
314,Imperial Phu Quoc Suites,Quy Nhơn,"259 Lý Thường Kiệt, Quy Nhơn",340849,2.9,034845190,www.imperial-phu-quoc-suites.vn
315,Lotus Hanoi Resort,Quy Nhơn,"25 Lý Thường Kiệt, Quy Nhơn",585625,4.2,0256-760-5140,www.lotus-hanoi-resort.com.vn
316,Sunrise Saigon Lodge,Quy Nhơn,"52 Cách Mạng Tháng Tám, Quy Nhơn",551802,4.2,095282718,www.sunrise-saigon-lodge.vn
317,Lotus Halong Resort,Quy Nhơn,"102 Lê Duẩn, Quy Nhơn",627039,4.0,094667713,www.lotus-halong-resort.com.vn
318,Lotus Mekong Breeze Suites,Quy Nhơn,"170 Lê Duẩn, Quy Nhơn",323227,3.1,0256-313-9095,www.lotus-mekong-breeze-suites.com
319,Majestic Resort Halong,Quy Nhơn,"119 Lê Lợi, Quy Nhơn",580748,3.6,0256-251-2635,www.majestic-resort-halong.com
320,Royal Villa Lotus,Quy Nhơn,"60 Cách Mạng Tháng Tám, Quy Nhơn",352904,2.7,0256-341-3793,www.royal-villa-lotus.com.vn
321,Mountain Lodge Danang,Quy Nhơn,"176 Quang Trung, Quy Nhơn",363711,3.0,089557319,www.mountain-lodge-danang.vn
322,Garden Inn Halong,Quy Nhơn,"31 Điện Biên Phủ, Quy Nhơn",855172,5.0,0256-804-8908,www.garden-inn-halong.vn
323,Central Azure Villa,Quy Nhơn,"15 Hoàng Văn Thụ, Quy Nhơn",800518,4.7,095948997,www.central-azure-villa.com
324,Metro Danang Lodge,Quy Nhơn,"7 Trần Hưng Đạo, Quy Nhơn",665975,4.3,097856542,www.metro-danang-lodge.vn
325,Palm Resort Monsoon,Quy Nhơn,"247 Bạch Đằng, Quy Nhơn",484063,3.4,0256-771-1894,www.palm-resort-monsoon.com
326,Horizon House Mekong Breeze,Quy Nhơn,"85 Lê Duẩn, Quy Nhơn",320277,2.7,0256-484-1824,www.horizon-house-mekong-breeze.vn
327,Imperial Azure Apartments,Quy Nhơn,"41 Bạch Đằng, Quy Nhơn",547796,3.6,0256-710-8324,www.imperial-azure-apartments.com.vn
328,Riverside Hotel Halong,Quy Nhơn,"212 Nguyễn Trãi, Quy Nhơn",308056,2.6,086204389,www.riverside-hotel-halong.vn
329,Central Villa Hanoi,Quy Nhơn,"233 Bạch Đằng, Quy Nhơn",478984,3.3,0256-933-6952,www.central-villa-hanoi.vn
330,Central Nha Trang Hotel,Quy Nhơn,"182 Trần Hưng Đạo, Quy Nhơn",800781,4.6,0256-734-7125,www.central-nha-trang-hotel.vn
331,Riverside Hue Palace,Quy Nhơn,"210 Điện Biên Phủ, Quy Nhơn",354566,2.8,0256-602-4532,www.riverside-hue-palace.com.vn
332,Pearl Resort Monsoon,Quy Nhơn,"64 Đồng Khởi, Quy Nhơn",630483,4.4,096101071,www.pearl-resort-monsoon.vn
333,Royal Monsoon Palace,Quy Nhơn,"91 Nguyễn Văn Cừ, Quy Nhơn",529609,4.2,034966273,www.royal-monsoon-palace.vn
334,City Nha Trang Lodge,Quy Nhơn,"176 Nguyễn Trãi, Quy Nhơn",723859,4.9,0256-622-9393,www.city-nha-trang-lodge.com.vn
335,Emerald House Da Lat,Quy Nhơn,"108 Hùng Vương, Quy Nhơn",539157,4.1,0256-888-3173,www.emerald-house-da-lat.vn
336,Horizon Inn Sunset,Quy Nhơn,"166 Khuê Văn Các, Quy Nhơn",685660,4.3,0256-796-7839,www.horizon-inn-sunset.vn
337,Emerald Monsoon Hotel,Quy Nhơn,"55 Nguyễn Văn Cừ, Quy Nhơn",261541,2.6,093733636,www.emerald-monsoon-hotel.com.vn
338,Golden Hanoi Lodge,Quy Nhơn,"278 Hùng Vương, Quy Nhơn",338575,2.6,0256-891-4675,www.golden-hanoi-lodge.vn
339,Horizon Nha Trang House,Quy Nhơn,"25 Hai Bà Trưng, Quy Nhơn",687434,4.8,086651881,www.horizon-nha-trang-house.com
340,Golden Bamboo Suites,Quy Nhơn,"280 Quang Trung, Quy Nhơn",551581,4.3,094018353,www.golden-bamboo-suites.com
341,Majestic Hue House,Quy Nhơn,"194 Nguyễn Huệ, Quy Nhơn",276953,2.6,0256-364-5178,www.majestic-hue-house.com
342,Ocean Phu Quoc Hotel,Thanh Hóa,"166 Điện Biên Phủ, Thanh Hóa",500888,4.0,086026866,www.ocean-phu-quoc-hotel.com
343,Ocean Hue House,Thanh Hóa,"259 Trần Phú, Thanh Hóa",291994,2.9,0237-557-4624,www.ocean-hue-house.com
344,Ocean Mango Suites,Thanh Hóa,"272 Hoàng Văn Thụ, Thanh Hóa",417778,3.7,032176668,www.ocean-mango-suites.com.vn
345,Imperial Suites Hanoi,Thanh Hóa,"196 Trần Hưng Đạo, Thanh Hóa",671958,4.8,0237-753-5633,www.imperial-suites-hanoi.com
346,Palm Villa Sunset,Thanh Hóa,"229 Nguyễn Văn Cừ, Thanh Hóa",376581,3.7,086262349,www.palm-villa-sunset.com
347,Lotus House Seaside,Thanh Hóa,"34 Lý Thường Kiệt, Thanh Hóa",317320,3.0,0237-901-7950,www.lotus-house-seaside.com
348,Pearl Monsoon Resort,Thanh Hóa,"13 Điện Biên Phủ, Thanh Hóa",367917,3.6,0237-255-3916,www.pearl-monsoon-resort.com.vn
349,Emerald Nha Trang Lodge,Thanh Hóa,"199 Cách Mạng Tháng Tám, Thanh Hóa",378810,3.6,0237-598-2938,www.emerald-nha-trang-lodge.vn
350,Grand Resort Rice Field,Thanh Hóa,"38 Đồng Khởi, Thanh Hóa",363272,3.4,0237-902-5937,www.grand-resort-rice-field.vn
351,Majestic Bamboo Apartments,Thanh Hóa,"16 Nguyễn Trãi, Thanh Hóa",413444,3.7,0237-600-9941,www.majestic-bamboo-apartments.com.vn
352,Horizon Saigon River Hotel,Thanh Hóa,"285 Khuê Văn Các, Thanh Hóa",250000,2.9,0237-603-9800,www.horizon-saigon-river-hotel.vn
353,Majestic Saigon River Suites,Thanh Hóa,"263 Cách Mạng Tháng Tám, Thanh Hóa",252696,2.9,082982877,www.majestic-saigon-river-suites.com
354,Sky House Bamboo,Thanh Hóa,"38 Khuê Văn Các, Thanh Hóa",277816,3.2,0237-943-8982,www.sky-house-bamboo.com.vn
355,Mountain Nha Trang Resort,Thanh Hóa,"36 Hai Bà Trưng, Thanh Hóa",534676,4.8,0237-831-6008,www.mountain-nha-trang-resort.vn
356,Sky Rice Field Villa,Thanh Hóa,"220 Trần Hưng Đạo, Thanh Hóa",266838,2.9,073836889,www.sky-rice-field-villa.com
357,Ocean Palace Bamboo,Thanh Hóa,"157 Quang Trung, Thanh Hóa",347405,3.7,039615597,www.ocean-palace-bamboo.com
358,Emerald Danang Resort,Thanh Hóa,"260 Lý Thường Kiệt, Thanh Hóa",524545,4.1,0237-987-4485,www.emerald-danang-resort.com
359,Emerald Seaside Palace,Thanh Hóa,"188 Điện Biên Phủ, Thanh Hóa",434367,3.5,0237-497-3193,www.emerald-seaside-palace.com.vn
360,Palm Azure Villa,Thanh Hóa,"6 Nguyễn Văn Cừ, Thanh Hóa",547980,4.2,098759423,www.palm-azure-villa.com
361,Central Rice Field Inn,Thanh Hóa,"184 Lê Duẩn, Thanh Hóa",266017,2.6,0237-470-7052,www.central-rice-field-inn.com
362,Royal House Saigon River,Thanh Hóa,"241 Nguyễn Trãi, Thanh Hóa",658074,4.8,0237-864-6309,www.royal-house-saigon-river.com
363,Palm Lodge Mekong,Thanh Hóa,"279 Ngô Quyền, Thanh Hóa",417877,3.9,0237-801-2275,www.palm-lodge-mekong.vn
364,Golden Nha Trang House,Thanh Hóa,"181 Nguyễn Trãi, Thanh Hóa",497958,4.5,036133276,www.golden-nha-trang-house.com.vn
365,Lotus Sunset Lodge,Vinh,"77 Hùng Vương, Vinh",286528,3.0,037764773,www.lotus-sunset-lodge.com.vn
366,Ocean Palace Mekong Breeze,Vinh,"108 Lê Duẩn, Vinh",479046,4.0,0238-449-1706,www.ocean-palace-mekong-breeze.com
367,Sky Phu Quoc House,Vinh,"294 Đồng Khởi, Vinh",250764,2.9,077131305,www.sky-phu-quoc-house.vn
368,Silver Suites Bamboo,Vinh,"242 Hoàng Văn Thụ, Vinh",489231,4.7,099133979,www.silver-suites-bamboo.vn
369,Palm Lotus Palace,Vinh,"36 Hoàng Văn Thụ, Vinh",303665,3.1,0238-407-9564,www.palm-lotus-palace.vn
370,Metro Resort Hue,Vinh,"20 Lê Duẩn, Vinh",566138,4.7,035933135,www.metro-resort-hue.vn
371,Emerald Apartments Sunset,Vinh,"190 Cách Mạng Tháng Tám, Vinh",601561,4.7,0238-693-7246,www.emerald-apartments-sunset.com.vn
372,Sky Resort Monsoon,Vinh,"131 Điện Biên Phủ, Vinh",366640,3.7,087129908,www.sky-resort-monsoon.com.vn
373,Golden Saigon House,Vinh,"267 Nguyễn Huệ, Vinh",250000,2.5,085186935,www.golden-saigon-house.com
374,Sunrise Rice Field Lodge,Vinh,"275 Lê Lợi, Vinh",372998,3.6,0238-896-7511,www.sunrise-rice-field-lodge.com
